,nobs,mean,skew,kurtosis,median,mode,std,low,peak,q25,q75,iqr,user_name,sample_date,age_range,pronunciation,gender
5067,233,122.63928060494584,2.9135459656498663,11.203408296610252,120.0,120.0,30.71199378258545,75.0,270.0,110.0,125.0,15.0,norganna,20160430,Adult,Australian,Male
5068,162,160.91710758377425,0.034929662513684685,-1.057164535685846,155.0,265.0,73.79198091488976,30.0,275.0,100.0,255.0,155.0,norzarfan,20091004,Adult,American,Male
5069,255,130.8375350140056,0.36942797642301756,-1.4512013937288035,100.0,235.00000000000003,78.2767124576112,25.0,240.00000000000003,80.0,235.00000000000003,155.00000000000003,nseraji,20120612,Adult,American,Male
5070,135,113.18518518518519,1.8509638022746875,3.8521876048783437,110.0,105.0,13.3556397770603,95.0,165.0,105.0,115.0,10.0,observing,20080807,Adult,American,Male
5071,99,114.14141414141415,0.9215078969988165,0.16694000611861526,110.0,105.0,14.408197793505256,95.0,155.0,105.0,122.5,17.5,observing,20080807,Adult,American,Male
5072,118,117.7542372881356,3.6435731003470084,18.653312371024892,112.5,105.0,21.59525074933711,95.0,260.0,105.0,120.0,15.0,observing,20080807,Adult,American,Male
5073,117,116.7094017094017,0.8084406162568073,0.6966760077286356,115.0,105.0,14.234939457245684,95.0,170.0,105.0,125.0,20.0,observing,20080807,Adult,American,Male
5074,114,113.28947368421052,1.3197317569402345,1.3431294091282968,110.0,110.0,12.804689165898266,95.0,150.0,105.0,115.0,10.0,observing,20080807,Adult,American,Male
5075,122,113.93442622950819,0.9975930954076608,0.6610413242334796,110.0,110.0,10.735827642179745,95.0,145.0,105.0,120.0,15.0,observing,20080807,Adult,American,Male
5076,401,136.30798563447956,0.9884750382348674,0.7387839122342545,120.0,120.0,53.1896250704869,25.0,275.0,110.0,140.0,30.0,occimanete,20000000,Unknown,Other,Male
5077,36,112.63888888888889,0.28508832014637914,-0.9261136313119769,135.0,25.0,76.83393086455207,25.0,275.0,28.75,161.25,132.5,oeginc,20080224,Adult,American,Male
5078,77,163.02597402597402,-0.32397214263759355,0.9003478341747937,160.0,160.0,57.769576774238615,25.0,275.0,140.0,170.0,30.0,oeginc,20080224,Adult,American,Male
5079,46,157.7826086956522,-0.29665315980474594,-1.1304748793496222,160.0,30.0,85.11345702712204,25.0,275.0,135.0,240.0,105.0,oeginc,20080228,Adult,American,Male
5080,64,135.55803571428572,-0.28722906840910595,-0.5207309972240983,142.5,30.0,66.1550470811173,25.0,270.0,115.0,160.0,45.0,oeginc,20080228,Adult,American,Male
5081,115,156.5797101449275,-0.06133275126681322,0.09223987524548827,150.0,120.0,49.92450507195108,25.0,270.0,120.0,190.0,70.0,ojfl,20080303,Adult,British,Male
5082,163,153.95267309377738,1.0604508190426134,0.03350446271110963,120.0,120.0,44.25745346671155,110.0,275.0,120.0,185.0,65.0,ojfl,20080303,Adult,British,Male
5083,176,151.07142857142856,0.6913283648867173,0.157754383113081,120.0,120.0,45.19214030619202,30.0,275.0,120.0,185.0,65.0,ojfl,20080303,Adult,British,Male
5084,105,175.33333333333334,0.4918889198885341,-0.7917147357756376,160.0,140.0,51.76994286385668,45.0,275.0,140.0,220.0,80.0,ola,20101130,Adult,European,Male
5085,32,127.1875,0.25342211694561506,-1.537689235342922,135.0,40.0,88.4143079130861,25.0,270.0,40.0,187.5,147.5,oliinman,20140323,Adult,American,Male
5086,70,146.0,0.10997637256828643,-0.28202440490947867,145.0,135.0,66.1200207415057,25.0,275.0,116.25,180.0,63.75,opu,20101006,Adult,Indian,Male
5087,43,186.3953488372093,-0.22988695547371765,-1.606516449662741,195.0,110.0,56.95087215163436,105.0,275.0,117.5,240.0,122.5,orca,20070706,Unknown,European,Male
5088,266,125.43233082706767,2.600081973157705,6.933776159386737,120.0,120.0,19.444859571109724,80.0,205.00000000000003,120.0,120.0,0.0,osaple,20100701,Adult,American,Male
5089,286,124.33566433566433,3.8297295709441164,17.375634254954196,120.0,120.0,15.359762188547325,90.0,210.0,120.0,120.0,0.0,osaple,20100701,Adult,American,Male
5090,83,104.85370051635113,3.6048846777219445,11.897528456427581,100.0,100.0,31.422656116019198,70.0,245.0,100.0,100.0,0.0,oskar,20101101,Adult,Other,Male
5091,35,215.14285714285714,-1.0325645200320581,-0.622532104697298,250.0,270.0,68.8734420543083,70.0,275.0,177.5,270.0,92.5,osman,20131010,Adult,Other,Male
5092,360,145.24708994708996,0.32829752865044015,-1.3802411660764493,92.38095238095238,90.0,59.15083364509134,35.0,270.0,90.0,190.0,100.0,oswicer,20151108,Adult,Other,Female
5093,129,115.93023255813954,0.20207924261675478,-0.9390786569017342,100.0,90.0,47.884581203140755,25.0,215.0,80.0,155.0,75.0,otuyelu,20101107,Adult,Other,Male
5094,155,107.98617511520739,0.3497346198772815,-0.8055165999747631,95.0,25.0,56.13866912345605,22.857142857142858,225.0,80.0,157.5,77.5,otuyelu,20101107,Adult,Other,Male
5095,165,130.54545454545453,0.13343021783204864,-1.038860868238188,110.0,95.0,63.89257704849419,25.0,255.0,95.0,195.0,100.0,otuyelu,20101107,Adult,Other,Male
5096,209,215.3793574846206,-0.8645632811969591,0.39944869972149366,220.0,220.0,34.031656107762274,120.0,275.0,205.00000000000003,240.0,34.99999999999997,owennatekha,20100823,Senior,Other,Male
5097,157,183.2578101304216,-0.20789803273781804,-1.5310383047753988,215.0,120.0,51.60762118662006,120.0,275.0,120.0,220.0,100.0,owennatekha,20100824,Senior,Other,Male
5098,142,149.1549295774648,1.2932211801884166,0.2508867414977929,120.0,120.0,49.749272168877695,95.0,275.0,120.0,170.0,50.0,owennatekha,20100824,Senior,Other,Male
5099,158,150.41139240506328,1.2713134614696604,0.003596367318503546,120.0,120.0,52.46145417361756,95.0,275.0,120.0,165.0,45.0,owennatekha,20100824,Senior,Other,Male
5100,161,139.08459035788226,0.5210878503382331,-0.6806683572696097,120.0,110.0,66.00834570032094,25.0,275.0,95.0,195.0,100.0,owlbrudder,20110128,Adult,Australian,Male
5101,126,126.42857142857143,0.5096119196013587,-0.5313461223529408,115.0,25.0,69.41609398625357,25.0,270.0,85.0,160.0,75.0,owlbrudder,20110128,Adult,Australian,Male
5102,207,112.82608695652173,0.7206885892809377,3.0607322497844676,115.0,120.0,38.348877700918116,25.0,255.0,100.0,120.0,20.0,oznerol022,20140317,Adult,Other,Male
5103,202,109.16666666666666,-0.32303387362574326,2.7461337345150625,120.0,120.0,35.062120732080984,25.0,245.0,100.0,120.0,20.0,oznerol022,20140317,Adult,Other,Male
5104,210,110.80952380952381,0.8879118723183897,5.595921014743681,115.0,120.0,35.89418184399016,25.0,270.0,100.0,120.0,20.0,oznerol022,20140317,Adult,Other,Male
5105,235,109.98581560283687,-0.19022671700134453,4.747830076143023,115.0,120.0,29.860982666357668,25.0,240.0,100.0,120.0,20.0,oznerol022,20140317,Adult,Other,Male
5106,242,104.31326249508066,0.27494816274821704,-0.6212022060632068,115.0,130.0,56.06298938658991,25.0,230.0,40.0,130.0,90.0,pablodiablo,20150227,Adult,American,Male
5107,221,120.0,14.866068747318504,217.99999999999997,120.0,120.0,9.559255346350603e-16,120.0,120.00000000000001,120.0,120.0,0.0,pachomius,20120704,Adult,American,Male
5108,239,119.6234309623431,-15.362428248186289,234.00420168067203,120.0,120.0,5.809424166731114,30.0,120.00000000000001,120.0,120.0,0.0,pachomius,20120704,Adult,American,Male
5109,239,120.0,7.729812416870153,56.75000000000001,120.0,120.0,1.83844755199843e-15,120.0,120.00000000000001,120.0,120.0,0.0,pachomius,20120704,Adult,American,Male
5110,152,157.2800751879699,0.4332081224465576,-0.5021663900266935,150.0,205.00000000000003,46.08315081267299,40.0,275.0,120.0,205.00000000000003,85.00000000000003,paddy,20080911,Adult,Other,Male
5111,143,145.1048951048951,1.1057686950852603,0.244321816649828,125.0,205.00000000000003,47.678514503586605,75.0,275.0,115.0,165.0,50.0,paddy,20080911,Adult,Other,Male
5112,152,146.93233082706766,0.8952850797445515,-0.11269054673985579,135.0,115.0,38.03458185108099,90.0,270.0,115.0,175.00000000000003,60.00000000000003,paddy,20080911,Adult,Other,Male
5113,153,138.52941176470588,1.2970976338106788,3.8370647784415928,135.0,115.0,33.07686805469306,40.0,275.0,115.0,155.0,40.0,paddy,20080911,Adult,Other,Male
5114,135,130.2098765432099,0.8254600371906988,1.6560639778032256,125.0,125.0,50.63239160269468,25.0,275.0,110.0,140.0,30.0,paddy,20080911,Adult,Other,Male
5115,154,145.7792207792208,1.1578901305914353,1.1452104073931872,135.0,205.00000000000003,43.11390030364703,40.0,275.0,115.0,155.0,40.0,paddy,20080911,Adult,Other,Male
5116,153,161.90196078431373,0.5727204357964285,-0.8496748350889871,150.0,210.0,48.028418154293725,90.0,275.0,120.0,210.0,90.0,paddy,20080911,Adult,Other,Male
5117,163,143.83435582822085,0.6405778027144392,0.2997981985581384,130.0,205.00000000000003,47.17988858784779,35.0,270.0,115.0,165.0,50.0,paddy,20080911,Adult,Other,Male
5118,171,124.26120857699806,0.22874212251589038,0.8003787143512611,120.0,115.0,45.603390904154764,25.0,260.0,105.0,145.0,40.0,paddy,20080911,Adult,Other,Male
5119,203,155.99366643209007,0.7410594465163124,-0.4460786265910115,140.0,205.00000000000003,42.511343143526005,95.0,275.0,120.0,205.00000000000003,85.00000000000003,paddy,20080911,Adult,Other,Male
5120,160,137.91904761904763,1.5582604648329141,1.9936163595160394,130.0,110.0,35.555566680837266,100.0,275.0,115.0,145.0,30.0,paddy,20080911,Adult,Other,Male
5121,147,144.33171363783612,0.9072276413961614,0.13253805599819968,130.0,120.0,47.69733390378197,40.0,275.0,110.0,160.0,50.0,paddy,20080911,Adult,Other,Male
5122,138,144.73429951690824,1.0388256977837331,0.32314933324494444,125.0,125.0,50.07853991578713,40.0,270.0,115.0,153.75,38.75,paddy,20080911,Adult,Other,Male
5123,130,155.68974358974359,0.6331394709319909,-0.45787055545595257,145.0,210.0,48.61478070868013,45.0,275.0,116.25,210.0,93.75,paddy,20080911,Adult,Other,Male
5124,147,151.20667314544866,0.9985068365867675,0.16970260078584953,140.0,110.0,44.253148695538826,80.0,275.0,117.5,177.5,60.0,paddy,20080911,Adult,Other,Male
5125,161,138.1094350783792,0.2901517539583267,0.49919107043793476,130.0,205.00000000000003,44.83221454976692,30.0,270.0,115.0,160.0,45.0,paddy,20080911,Adult,Other,Male
5126,161,157.31292517006804,0.4743667070447003,-0.6482619535238969,150.0,205.00000000000003,43.13636430098966,70.0,275.0,125.0,205.00000000000003,80.00000000000003,paddy,20080911,Adult,Other,Male
5127,156,148.02808302808305,0.3957154793084984,0.2616477581725065,140.0,205.00000000000003,42.06922918179131,35.0,275.0,118.75,175.00000000000003,56.25000000000003,paddy,20080911,Adult,Other,Male
5128,125,150.54704761904765,0.6359575713174239,-0.1301704722763004,140.0,115.0,42.55508394706203,35.0,275.0,120.0,180.0,60.0,paddy,20080911,Adult,Other,Male
5130,86,124.88372093023256,0.6500488034276324,0.8873464116408485,115.0,110.0,50.59515984862749,25.0,245.0,106.25,128.75,22.5,panrubius,20090904,Adult,British,Male
5131,138,146.292270531401,1.0564696663426778,-0.3423010012807288,120.0,90.0,64.51260912214339,70.0,275.0,90.0,180.0,90.0,paolo,20110112,Adult,European,Male
5133,51,136.87675070028013,0.5319742356356029,-0.5053030499612334,130.0,120.0,45.668298118799015,70.0,260.0,101.42857142857143,160.0,58.57142857142857,paresh,20190125,Youth,Indian,Male
5134,88,147.4431818181818,1.0179051649318451,-0.41495998582830573,125.0,125.0,64.67134709692213,70.0,275.0,105.0,160.0,55.0,pareshgelot,20190125,Youth,Indian,Male
5135,154,154.77705627705626,-0.29298705403304526,-0.9091028760378652,130.0,120.0,74.74188441560321,24.0,275.0,120.0,215.0,95.0,pascal,20131010,Adult,European,Male
5136,326,92.64709319310546,0.9837973909930523,0.3193908019461489,100.0,35.0,63.48384842097987,25.0,265.0,35.0,120.0,85.0,patb,20171106,Adult,Australian,Male
5137,60,168.66666666666666,0.5030343783944333,-1.1994712623948196,147.5,140.0,51.452783101489175,100.0,270.0,125.0,230.0,105.0,patchesthecaveman,20101112,Adult,American,Male
5138,36,199.58333333333334,-0.720923471276243,-0.9831553522239713,245.0,260.0,74.85518426342368,25.0,275.0,120.0,260.0,140.0,patchesthecaveman,20101112,Adult,American,Male
5139,116,170.2155172413793,0.4666928960544936,-1.519786777305026,132.5,120.0,57.138640533126456,100.0,270.0,120.0,231.25,111.25,patmo,20080225,Adult,American,Male
5141,16,36.875,1.8961527358506054,2.424145975066959,32.5,25.0,15.296547813150521,25.0,80.0,28.75,36.25,7.5,patricktw,20090918,Adult,Other,Male
5142,100,116.45,0.7012793032274925,-0.14543682702306482,100.0,90.0,48.88913478473515,30.0,235.00000000000003,90.0,121.25,31.25,patsarver,20130517,Adult,American,Male
5143,162,140.04703115814226,0.9327343397863525,1.4693230814135605,140.0,140.0,41.53823188111469,45.0,275.0,115.0,150.0,35.0,patyork,20150307,Adult,American,Male
5144,176,129.6512445887446,1.3028739906878237,0.7498512263706707,110.0,110.0,47.97160888983872,68.57142857142857,270.0,95.0,140.0,45.0,patyork,20150307,Adult,American,Male
5145,144,140.8125,0.8292316166378338,0.17640744186685442,140.0,140.0,48.426358734610744,40.0,270.0,103.75,150.0,46.25,patyork,20150307,Adult,American,Male
5146,132,141.94083694083693,0.9751060925976466,0.19754202949158284,140.0,140.0,46.94264814329597,80.0,260.0,105.0,151.25,46.25,patyork,20150307,Adult,American,Male
5147,138,177.57246376811594,0.23614580715233305,-1.2901938958308905,160.0,135.0,52.05291172035939,70.0,275.0,135.0,240.0,105.0,pauldm16,20120618,Adult,British,Male
5148,65,107.53863191072493,0.9498319385860947,0.7811208333719026,95.0,95.0,44.77392328788046,25.0,235.00000000000003,90.0,110.0,20.0,paulkoan,20081119,Adult,British,Male
5149,49,194.59183673469389,0.10756411649165908,-0.6950327654393944,195.0,195.0,41.56181448345365,125.0,270.0,180.0,220.0,40.0,pcourtney,20090202,Adult,British,Male
5150,104,180.503663003663,-1.2275289857564158,20.61633117750259,180.0,180.0,24.06609261437172,25.0,275.0,180.0,180.0,0.0,pcsnpny,20150204,Adult,American,Male
5151,79,179.37793851717902,-4.1041713858353495,41.752133238017244,180.0,180.0,13.316779834043098,80.0,240.0,180.0,180.0,0.0,pcsnpny,20150204,Adult,American,Male
5152,67,145.69296375266526,-0.9815046429580406,-0.29352256293844636,180.0,180.0,49.81124440610784,25.0,210.0,120.0,180.0,60.0,pcsnpny,20150204,Adult,American,Male
5153,112,181.29591836734696,3.145943795010303,26.287313852089245,180.0,180.0,12.389136535883814,120.00000000000001,260.0,180.0,180.0,0.0,pcsnpny,20150204,Adult,American,Male
5154,110,181.6090909090909,5.496352764286468,31.86584033278337,180.0,180.0,10.633787249612842,160.0,255.0,180.0,180.0,0.0,pcsnpny,20150204,Adult,American,Male
5155,70,184.08095238095237,2.4782758812821695,9.311952120385014,180.0,180.0,20.32384132188346,120.0,265.0,180.0,180.0,0.0,pcsnpny,20150204,Adult,American,Male
5156,99,179.01875901875903,-9.786027102295648,93.85232871649201,180.0,180.0,10.006484116419143,80.0,182.85714285714286,180.0,180.0,0.0,pcsnpny,20150204,Adult,American,Male
5157,68,181.0049019607843,7.960399303270712,61.99432419756822,180.0,180.0,9.07548098206083,173.33333333333334,255.0,180.0,180.0,0.0,pcsnpny,20150204,Adult,American,Male
5158,118,164.03389830508473,-1.0129180143838992,1.2888974607183794,180.0,180.0,30.30716540083757,40.0,245.0,120.0,180.0,60.0,pcsnpny,20150204,Adult,American,Male
5159,85,162.91204481792715,-0.8980396575362998,0.9413531990620672,180.0,180.0,48.34476993801089,30.0,265.0,180.0,180.0,0.0,pcsnpny,20150204,Adult,American,Male
5160,54,184.33950617283952,4.142641567924701,16.043329781294933,180.0,180.0,17.618907112019702,176.0,275.0,180.0,180.0,0.0,pcsnpny,20150204,Adult,American,Male
5161,50,183.6,4.495773481439589,18.650037107582747,180.0,180.0,15.844241856270687,180.0,260.0,180.0,180.0,0.0,pcsnpny,20150204,Adult,American,Male
5162,73,133.36986301369862,-0.3863664648858399,-0.4567541321641144,130.0,180.0,52.913345249196695,25.0,255.0,105.0,180.0,75.0,pcsnpny,20150204,Adult,American,Male
5163,60,180.52380952380955,-0.525354433875256,6.7839989328458525,180.0,180.0,28.301362514575263,68.57142857142857,270.0,180.0,180.0,0.0,pcsnpny,20150204,Adult,American,Male
5164,80,169.61666666666665,-2.3312930821398083,6.147371661386,180.0,180.0,36.75686254897777,30.0,245.0,180.0,180.0,0.0,pcsnpny,20150204,Adult,American,Male
5165,55,178.64935064935065,-3.743730077628393,30.36565603322672,180.0,180.0,21.785628157067435,40.0,260.0,180.0,180.0,0.0,pcsnpny,20150204,Adult,American,Male
5166,40,123.0,6.08486984459331,35.02564102564103,120.0,120.0,18.734993995195193,120.0,240.0,120.0,120.0,0.0,pcsnpny,20150204,Adult,American,Male
5167,65,180.75164835164836,0.9887046052453717,9.714810767434582,180.0,180.0,20.319539620167543,120.0,275.0,180.0,180.0,0.0,pcsnpny,20150204,Adult,American,Male
5168,22,162.04545454545453,0.5578808368407083,-1.470992826592416,120.0,120.0,60.50280029036016,80.0,270.0,120.0,230.0,110.0,pcsnpny,20150205,Adult,American,Male
5169,16,185.0,0.12713974375676573,-1.824683610333122,172.5,120.0,66.42665127793211,120.0,275.0,120.0,242.5,122.5,pcsnpny,20150205,Adult,American,Male
5170,25,163.2,0.5820229198066723,-1.4657529834501626,120.0,120.0,61.94965698048699,80.0,275.0,120.0,235.00000000000003,115.00000000000003,pcsnpny,20150205,Adult,American,Male
5171,30,154.66666666666666,1.1417626562915453,-0.5851396157030866,120.0,120.0,58.279975596730964,120.0,270.0,120.0,198.75,78.75,pcsnpny,20150205,Adult,American,Male
5173,23,160.0,0.7498126796993703,-1.267999178914606,120.0,120.0,55.69716252237163,120.0,270.0,120.0,220.0,100.0,pcsnpny,20150205,Adult,American,Male
5174,16,126.97916666666667,1.20949102340172,1.8036799390425804,120.0,120.0,49.238008798251236,40.0,255.0,120.0,120.0,0.0,pcsnpny,20150205,Adult,American,Male
5175,23,145.94202898550725,0.9289324419178246,-0.6470958838724861,120.0,120.0,50.39655806185827,66.66666666666667,240.0,120.0,167.5,47.5,pcsnpny,20150205,Adult,American,Male
5176,25,153.6,0.9751400876996702,-0.7174457143842847,120.0,120.0,56.8070418170142,80.0,275.0,120.0,220.0,100.0,pcsnpny,20150205,Adult,American,Male
5177,21,151.42857142857142,1.2820677758596344,-0.2726272506350855,120.0,120.0,56.63464481390591,120.0,275.0,120.0,120.00000000000001,1.4210854715202004e-14,pcsnpny,20150205,Adult,American,Male
5178,21,144.28571428571428,0.8724610561289764,-0.13127664113846338,120.0,120.0,55.70512745241497,40.0,255.0,120.0,120.0,0.0,pcsnpny,20150205,Adult,American,Male
5179,26,155.0,0.6445632138793217,-0.8705574660051276,120.0,120.0,61.81548225286159,40.0,270.0,120.0,223.75,103.75,pcsnpny,20150205,Adult,American,Male
5180,15,144.33333333333334,1.528819360689475,0.38774640334521404,120.0,120.0,48.84897360459298,120.0,255.0,120.0,120.0,0.0,pcsnpny,20150205,Adult,American,Male
5181,32,171.5625,0.49322197894500863,-1.6127000875915283,120.0,120.0,63.50981100389136,120.0,275.0,120.0,236.25000000000003,116.25000000000003,pcsnpny,20150205,Adult,American,Male
5182,29,159.48275862068965,0.6551664317468265,-1.3860911383714924,120.0,120.0,58.37371910410699,80.0,255.0,120.0,230.0,110.0,pcsnpny,20150205,Adult,American,Male
5183,12,128.75,3.0151134457776365,7.090909090909092,120.0,120.0,29.02046691560975,120.0,225.0,120.0,120.0,0.0,pcsnpny,20150206,Adult,American,Male
5184,39,124.48717948717949,2.907787089713849,13.068489117053844,120.0,120.0,31.881086584184946,40.0,275.0,120.0,120.0,0.0,pcsnpny,20150206,Adult,American,Male
5185,41,132.4390243902439,2.796344503061306,5.990555399822098,120.0,120.0,38.1607950909702,120.0,265.0,120.0,120.0,0.0,pcsnpny,20150206,Adult,American,Male
5186,35,148.14285714285714,1.0055198121766487,-0.1438013391796411,120.0,120.0,56.25307247844607,40.0,265.0,120.0,150.0,30.0,pcsnpny,20150206,Adult,American,Male
5187,31,124.51612903225806,2.7568913234858603,8.053330415974575,120.0,120.0,29.384954420688345,80.0,230.0,120.0,120.0,0.0,pcsnpny,20150206,Adult,American,Male
5188,33,146.8181818181818,1.4712237811410325,0.2597292662467763,120.0,120.0,52.14807271226144,120.0,270.0,120.0,120.00000000000001,1.4210854715202004e-14,pcsnpny,20150206,Adult,American,Male
5189,19,151.57894736842104,1.2099361030271485,-0.3404297427304841,120.0,120.0,53.90177791177079,120.0,265.0,120.0,170.0,50.0,pcsnpny,20150206,Adult,American,Male
5190,49,122.02137998056367,0.9491205291157464,1.772113945523209,120.0,120.0,42.8998039060702,35.0,240.0,110.0,120.0,10.0,pcsnpny,20150221,Adult,American,Male
5191,48,114.58928571428571,0.3470298658225939,2.066034067828646,120.0,120.0,40.361026203808166,30.0,240.0,113.75,120.0,6.25,pcsnpny,20150221,Adult,American,Male
5192,23,116.52173913043478,-4.477215043467818,18.045454545454536,120.0,120.0,16.314489599385844,40.0,120.00000000000001,120.0,120.0,0.0,pcsnpny,20150221,Adult,American,Male
5193,60,123.66666666666667,1.8128015933174344,10.27354209376767,120.0,120.0,28.82225220592975,25.0,250.0,120.0,120.0,0.0,pcsnpny,20150221,Adult,American,Male
5194,52,125.76923076923077,2.3492111702106118,5.993257115909126,120.0,120.0,32.66061812537174,70.0,240.0,120.0,120.0,0.0,pcsnpny,20150221,Adult,American,Male
5195,37,118.91891891891892,-5.833333333333336,32.027777777777814,120.0,120.0,6.486486486486485,80.0,120.00000000000001,120.0,120.0,0.0,pcsnpny,20150221,Adult,American,Male
5196,63,118.70370370370371,0.7957396770740124,3.2398134840069144,120.0,120.0,39.79272181425437,25.0,260.0,120.0,120.0,0.0,pcsnpny,20150221,Adult,American,Male
5197,69,109.95307108350586,0.5271084746381136,-0.1662562838040289,100.0,80.0,52.09582886227007,25.0,260.0,75.0,145.0,70.0,pcsnpny,20150301,Adult,American,Male
5198,67,102.94456289978677,0.7192931848276112,0.17102516248478405,100.0,35.0,57.945655820468005,25.0,275.0,45.0,136.07142857142856,91.07142857142856,pcsnpny,20150303,Adult,American,Male
5199,69,118.21256038647343,0.7760707443201619,0.16406830980910359,115.0,120.0,62.74409265171963,25.0,275.0,80.0,145.0,65.0,pcsnpny,20150303,Adult,American,Male
5200,59,101.88135593220339,0.4805050278848158,0.6681094556494127,100.0,120.0,47.83130127032187,25.0,260.0,75.0,120.0,45.0,pcsnpny,20150303,Adult,American,Male
5201,57,119.91228070175438,0.5472544585811149,0.21166718283956953,120.0,120.0,52.97708233465803,30.0,245.0,80.0,140.0,60.0,pcsnpny,20150303,Adult,American,Male
5202,52,115.78021978021978,0.8138711124921053,0.49454589653551206,106.78571428571428,100.0,58.50027480203849,25.0,275.0,75.0,145.0,70.0,pcsnpny,20150303,Adult,American,Male
5203,52,121.77380952380953,0.6755342345719293,0.03704310043266279,115.0,115.0,55.906689999106554,28.57142857142857,255.0,83.75,151.25,67.5,pcsnpny,20150303,Adult,American,Male
5204,64,113.765625,0.5162588182881405,-0.4118553227472055,105.0,30.0,60.42501895392005,30.0,255.0,80.0,146.25,66.25,pcsnpny,20150303,Adult,American,Male
5205,64,103.64583333333333,0.51960576151597,-0.3820537638214372,100.0,25.0,60.54933350743379,25.0,265.0,43.75,136.25,92.5,pcsnpny,20150303,Adult,American,Male
5206,62,115.83870967741936,0.6522546274637737,-0.18277498158185868,111.0,120.0,60.15978550396814,25.0,275.0,71.25,138.75,67.5,pcsnpny,20150303,Adult,American,Male
5207,55,115.45454545454545,0.6177088591982114,-0.49249035716760403,106.66666666666667,40.0,65.0061803941737,25.0,270.0,70.0,152.5,82.5,pcsnpny,20150303,Adult,American,Male
5208,51,106.60597572362278,0.6163388534433403,0.3377642965516032,105.0,120.0,54.31359226385814,25.0,265.0,70.0,134.16666666666669,64.16666666666669,pcsnpny,20150303,Adult,American,Male
5209,61,109.09836065573771,0.5505299886722531,-0.08103446670173442,100.0,120.0,54.545291895694376,25.0,250.0,80.0,135.0,55.0,pcsnpny,20150303,Adult,American,Male
5210,61,108.87978142076503,0.7941824076200426,0.7396509770929547,106.66666666666667,120.0,49.350721820602764,25.0,250.0,80.0,120.0,40.0,pcsnpny,20150303,Adult,American,Male
5211,62,120.7741935483871,0.6706141751900957,-0.38762223935183204,105.0,90.0,68.1065150961579,25.0,275.0,80.0,163.75,83.75,pcsnpny,20150303,Adult,American,Male
5212,73,112.2511415525114,0.571113394729036,-0.09197584650386448,120.0,120.0,56.14017520375605,25.0,240.00000000000003,80.0,140.0,60.0,pcsnpny,20150303,Adult,American,Male
5213,60,120.6388888888889,0.6931535103988425,-0.11909284447665058,120.0,120.0,63.87439328309859,25.0,275.0,75.0,143.75,68.75,pcsnpny,20150303,Adult,American,Male
5214,60,94.77777777777779,0.3017345392376605,-1.0446681595038023,90.0,35.0,50.73903685946406,25.0,195.0,40.0,131.25,91.25,pcsnpny,20150303,Adult,American,Male
5215,60,108.61111111111111,0.8552675017211098,0.45326525436666065,105.0,120.0,54.514835448257735,25.0,255.0,75.0,126.25,51.25,pcsnpny,20150303,Adult,American,Male
5216,66,104.73809523809524,0.5665944394183532,0.1431571813686654,102.5,40.0,52.98676386531426,25.0,260.0,75.0,135.0,60.0,pcsnpny,20150303,Adult,American,Male
5217,54,113.478835978836,0.6386803943936267,0.8854460376541482,117.5,120.0,51.55636876155983,25.0,275.0,81.25,133.75,52.5,pcsnpny,20150303,Adult,American,Male
5218,62,107.07757296466973,1.1032323134715492,1.3123721360634208,95.0,90.0,55.285947963925146,25.0,275.0,75.0,125.0,50.0,pcsnpny,20150303,Adult,American,Male
5219,57,117.40935672514621,0.6501065406664479,-0.2528466365416997,110.0,90.0,59.266504763784006,25.0,250.0,80.0,136.0,56.0,pcsnpny,20150303,Adult,American,Male
5220,36,112.79761904761905,0.5331436783840544,-0.16509451847937706,112.5,30.0,58.48386190373036,25.0,255.0,73.75,152.5,78.75,pcsnpny,20150303,Adult,American,Male
5221,54,116.90917107583773,0.6312686477763204,0.03329896569886204,120.0,120.0,59.19263233058467,25.0,265.0,80.0,145.0,65.0,pcsnpny,20150303,Adult,American,Male
5222,64,112.51041666666667,0.5436417586601401,0.579548337933669,105.0,120.0,50.24547273518227,25.0,270.0,83.75,141.0,57.25,pcsnpny,20150303,Adult,American,Male
5223,61,102.68618266978923,1.0930416704085986,1.3059847634611579,97.14285714285714,40.0,58.37133136200501,25.0,275.0,72.00000000000001,125.0,52.999999999999986,pcsnpny,20150303,Adult,American,Male
5224,53,111.27493261455525,0.706805142637453,0.2896810144843345,110.0,120.0,57.89205232549926,24.0,265.0,75.0,133.33333333333334,58.33333333333334,pcsnpny,20150304,Adult,American,Male
5225,46,122.60144927536233,0.6696495394815042,-0.49035700049289455,110.0,120.0,69.8386976617335,30.0,275.0,75.0,165.0,90.0,pcsnpny,20150304,Adult,American,Male
5226,58,132.05254515599344,0.5508072105495374,-0.26521838161657785,120.0,120.0,65.86396692068895,30.0,275.0,86.25,155.0,68.75,pcsnpny,20150304,Adult,American,Male
5227,51,102.98039215686275,0.5346586138913701,-0.5967651739491302,90.0,35.0,60.75037002907671,25.0,260.0,40.0,147.5,107.5,pcsnpny,20150304,Adult,American,Male
5228,48,128.64583333333334,0.6160939930298528,0.2147795316260952,120.0,120.0,58.24463122015816,25.0,275.0,93.75,156.25,62.5,pcsnpny,20150306,Adult,American,Male
5229,65,126.24542124542126,0.4517243376460645,-0.5714671994458462,120.0,40.0,67.22711530827308,25.0,275.0,80.0,165.0,85.0,pcsnpny,20150306,Adult,American,Male
